fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_tier
7.2,0.28,0.46,12.8,0.038,29,77,0.995,3.44,0.31,11.1,3
7.8,0.23,0.46,6.8,0.009,32,154,0.9912,2.94,0.53,10.9,3
7.2,0.16,0.5,40.8,0.017,24,92,0.9893,3.21,0.43,9.4,2
7.6,0.67,0.39,3.3,0.157,7,81,0.9967,3.52,0.44,10.4,2
6.7,0.23,0.41,4.1,0.043,57,52,0.987,3.06,0.44,10.0,2
7.7,0.28,0.37,12.6,0.045,39,118,0.9954,3.15,0.48,10.9,2
6.4,0.34,0.12,6.2,0.072,21,240,0.9952,3.26,0.64,13.1,2
7.1,0.24,0.3,17.5,0.042,24,179,0.9945,3.3,0.52,9.8,1
7.5,0.31,0.38,17.2,0.035,22,158,0.9923,2.95,0.52,13.7,2
8.3,0.42,0.37,4.6,0.017,60,198,0.9959,3.17,0.47,8.6,2
6.1,0.22,0.46,12.4,0.045,40,199,0.9927,3.09,0.7,9.6,2
7.1,0.16,0.49,12.3,0.041,9,139,0.9905,3.14,0.64,9.0,2
7.3,0.26,0.48,3.0,0.034,9,140,0.9959,3.24,0.27,9.6,2
5.8,0.46,0.54,1.3,0.013,16,28,0.9993,3.4,0.52,10.7,2
8.1,0.22,0.26,4.4,0.017,18,11,0.9982,3.28,0.86,12.2,2
7.9,0.58,0.33,2.1,0.174,8,6,0.9977,3.37,0.63,10.9,2
4.9,0.71,0.3,1.2,0.116,1,6,0.9953,3.33,0.82,11.0,2
11.6,0.92,0.65,1.2,0.156,24,18,0.9992,3.12,0.5,11.2,2
6.6,0.34,0.45,4.1,0.066,21,147,0.9957,3.14,0.44,11.9,3
7.1,0.13,0.52,4.5,0.051,33,163,0.9887,3.27,0.59,10.0,1
9.0,0.66,0.5,4.6,0.076,1,29,0.9972,2.95,0.63,10.2,2
6.5,0.42,0.27,64.7,0.028,28,187,0.9944,2.98,0.55,9.6,2
7.7,0.37,0.49,8.6,0.032,56,135,0.998,3.01,0.57,9.5,1
6.7,0.17,0.32,23.3,0.065,40,185,0.9885,3.16,0.42,11.0,2
8.1,0.15,0.2,7.7,0.085,12,104,0.9936,3.25,0.39,9.1,2
13.1,0.45,0.08,4.5,0.141,11,39,0.9972,3.44,0.62,9.8,2
6.2,0.27,0.22,10.9,0.043,19,106,0.9951,2.85,0.48,10.5,3
6.5,0.24,0.21,7.1,0.034,36,167,0.9903,3.18,0.43,10.6,2
7.1,0.17,0.3,16.6,0.075,28,212,0.9979,3.22,0.55,10.8,2
5.7,0.75,0.47,2.9,0.062,31,37,0.9953,3.49,0.62,10.9,2
6.9,0.27,0.23,27.0,0.03,47,222,0.9903,3.41,0.64,11.7,2
6.5,0.18,0.47,22.3,0.039,27,172,0.9966,3.5,0.43,10.1,3
6.8,0.23,0.54,2.2,0.053,35,79,0.9922,3.11,0.7,11.6,2
6.0,0.24,0.55,5.8,0.052,55,119,0.9929,3.29,0.45,8.1,2
7.8,0.36,0.11,65.8,0.02,50,226,0.9915,3.24,0.59,10.1,2
7.8,0.6,0.03,48.4,0.041,17,42,0.9973,3.05,0.49,10.4,2
8.9,0.99,0.32,1.2,0.051,24,39,0.9971,3.35,0.76,10.6,1
8.5,0.17,0.36,12.6,0.083,9,116,0.9961,3.14,0.61,10.9,2
5.5,0.28,0.38,8.7,0.058,38,209,0.9971,3.34,0.71,10.4,2
7.1,0.26,0.16,1.5,0.048,44,141,0.9955,3.33,0.51,9.0,2
5.8,0.22,0.17,5.3,0.05,53,221,0.9951,2.93,0.51,10.6,3
7.2,0.11,0.33,31.4,0.079,21,208,0.9912,3.29,0.4,9.6,3
6.1,0.37,0.43,52.4,0.017,26,152,0.9988,2.87,0.37,12.0,2
6.6,0.54,0.52,1.2,0.147,11,60,0.9959,2.95,0.81,9.5,2
9.3,0.33,0.33,2.0,0.075,17,10,0.9975,3.35,0.41,8.7,2
7.3,0.78,0.39,3.7,0.135,26,105,0.9996,3.3,0.56,12.1,2
7.2,0.08,0.34,3.7,0.026,55,109,1.0017,2.93,0.62,10.9,3
8.5,0.24,0.51,5.3,0.054,44,114,0.9907,3.03,0.63,12.2,3
11.5,0.74,0.39,1.2,0.119,10,6,0.9955,3.69,0.75,10.7,2
8.7,0.39,0.51,22.0,0.059,14,175,0.9882,3.13,0.52,8.8,2
8.0,0.26,0.42,18.2,0.044,16,207,0.9906,3.21,0.59,11.4,2
7.5,0.58,0.15,1.6,0.089,9,77,0.9965,3.49,0.53,9.9,2
6.7,0.19,0.3,5.9,0.054,58,167,0.9961,3.35,0.55,9.0,3
6.5,0.33,0.4,7.9,0.065,17,161,0.9938,3.05,0.44,8.9,2
9.0,0.69,0.21,2.9,0.053,5,80,0.9977,3.34,0.83,11.2,2
7.1,0.28,0.37,51.5,0.034,44,122,0.9939,3.49,0.59,10.3,2
8.0,0.63,0.65,3.0,0.116,24,33,0.9978,3.15,0.99,10.4,2
6.8,0.16,0.25,20.3,0.029,60,86,0.9939,3.14,0.44,8.9,2
9.3,0.47,0.26,2.8,0.024,32,32,0.9935,3.28,0.92,10.4,2
7.4,0.22,0.39,56.8,0.068,41,176,0.9945,2.87,0.59,10.1,2
6.5,0.22,0.23,6.0,0.051,26,188,0.9903,3.23,0.41,12.4,2
6.7,0.26,0.29,15.4,0.086,44,194,1.001,3.35,0.59,10.6,2
7.6,0.3,0.34,16.3,0.063,68,185,0.9967,3.35,0.48,10.5,3
9.0,0.3,0.03,1.3,0.124,19,89,0.9953,3.35,0.5,10.0,2
6.5,0.37,0.24,4.6,0.025,69,218,0.9892,3.37,0.58,12.9,2
7.7,0.68,0.0,1.2,0.149,20,6,0.9957,3.28,0.71,11.6,2
5.6,0.38,0.24,12.3,0.036,19,121,0.9969,3.04,0.38,8.4,2
7.4,0.5,0.41,1.2,0.086,4,76,0.9956,3.41,0.66,10.4,2
7.7,0.32,0.35,9.9,0.036,57,163,0.9942,3.32,0.49,10.2,2
6.9,0.66,0.37,3.1,0.169,25,90,0.9996,3.72,0.89,8.4,2
11.4,0.37,0.25,3.7,0.041,30,28,0.9953,3.17,0.56,11.6,2
5.8,0.36,0.22,1.7,0.022,13,28,0.9955,3.2,0.74,11.4,2
6.4,0.23,0.3,10.7,0.063,50,206,0.9902,3.17,0.53,12.0,2
7.7,0.41,0.31,4.6,0.037,57,91,0.9962,2.9,0.54,11.6,2
6.3,0.21,0.35,43.0,0.039,52,115,0.9917,3.17,0.46,11.2,2
6.7,0.29,0.5,2.6,0.057,34,147,0.993,3.15,0.46,11.4,2
7.7,0.44,0.21,22.0,0.036,17,214,0.9939,3.01,0.45,9.7,2
7.4,0.15,0.63,2.6,0.058,27,139,0.9896,3.04,0.53,11.8,3
8.5,0.21,0.52,14.8,0.076,26,140,0.9919,2.99,0.5,11.2,1
5.8,0.36,0.29,14.0,0.076,66,166,0.9959,3.2,0.52,9.0,3
7.6,0.34,0.4,12.0,0.089,24,186,0.995,3.05,0.57,8.7,2
10.0,0.63,0.21,2.0,0.021,1,79,0.9955,3.34,0.46,9.4,2
8.9,0.42,0.12,2.5,0.012,7,23,0.9969,3.51,0.66,13.3,2
9.0,0.67,0.08,1.3,0.045,1,6,0.9965,3.18,0.67,9.5,2
10.6,0.76,0.1,1.3,0.069,4,52,0.9976,3.69,0.79,10.1,2
7.7,0.41,0.27,2.1,0.03,9,176,0.992,2.97,0.37,11.5,2
4.6,0.34,0.31,19.4,0.02,2,119,0.9882,3.07,0.47,11.8,2
7.0,0.23,0.34,8.2,0.057,36,163,0.9936,3.24,0.42,11.6,2
9.5,0.39,0.28,1.2,0.091,19,55,0.996,3.29,0.97,10.7,2
9.2,0.57,0.16,2.7,0.046,22,51,0.9944,3.64,0.69,11.7,2
8.9,0.58,0.62,2.1,0.103,15,67,0.9986,3.35,0.51,11.3,2
6.2,0.24,0.19,60.9,0.068,53,95,0.9937,3.27,0.39,11.3,2
6.9,0.34,0.5,5.8,0.035,17,28,0.9929,3.22,0.65,8.9,3
5.9,0.33,0.31,35.6,0.045,24,115,0.9949,3.25,0.51,10.0,3
6.3,0.12,0.5,4.3,0.051,21,123,0.9947,3.28,0.65,9.2,2
7.4,0.3,0.35,65.8,0.061,55,203,0.993,3.22,0.57,11.0,2
5.7,0.18,0.44,23.8,0.022,30,153,0.997,3.16,0.66,9.2,2
9.2,0.61,0.33,1.4,0.079,29,6,0.9975,3.52,0.67,10.4,2
5.9,0.27,0.39,9.5,0.01,33,173,0.9937,3.15,0.42,10.7,2
8.1,0.08,0.61,4.9,0.045,30,109,0.9901,3.22,0.65,8.0,3
8.0,0.32,0.45,6.4,0.046,15,114,0.9895,3.23,0.47,9.7,2
6.3,0.22,0.29,6.7,0.028,41,104,0.9885,3.03,0.55,10.1,3
8.0,0.3,0.26,2.6,0.05,35,160,0.9968,3.23,0.65,9.3,1
7.6,0.68,0.33,1.7,0.088,19,102,0.9967,3.49,0.81,11.1,2
10.4,0.33,0.47,1.2,0.135,15,54,0.9985,3.49,0.82,9.8,2
5.5,0.69,0.11,1.2,0.077,30,42,0.9958,3.35,0.81,12.5,3
6.5,0.31,0.21,3.9,0.101,41,176,0.9926,3.27,0.49,9.7,2
8.6,0.37,0.14,7.3,0.057,47,129,0.9903,3.02,0.48,11.4,2
7.8,0.18,0.27,4.8,0.009,48,127,0.9883,3.31,0.36,11.4,2
8.0,0.33,0.31,20.2,0.016,37,170,0.9944,2.93,0.44,9.6,2
7.0,0.24,0.4,19.8,0.039,20,127,0.987,2.95,0.36,10.7,2
8.2,0.47,0.31,6.5,0.053,39,178,0.9962,3.38,0.46,13.2,2
7.2,0.11,0.41,17.8,0.049,31,156,0.9944,3.51,0.59,9.7,2
6.2,0.38,0.36,41.0,0.048,55,180,0.9928,2.96,0.72,11.9,2
7.5,0.1,0.26,17.5,0.072,47,113,0.993,3.07,0.64,10.0,2
10.1,0.63,0.37,2.8,0.012,20,44,0.9969,3.1,0.94,9.3,2
6.5,0.36,0.37,35.2,0.033,33,110,0.993,3.25,0.41,11.2,2
5.3,0.51,0.6,1.2,0.108,27,6,0.9956,3.28,0.78,10.8,2
4.5,0.39,0.21,3.3,0.043,65,119,0.9908,3.01,0.47,10.9,2
7.6,0.18,0.16,1.9,0.106,17,12,0.9979,3.39,0.82,9.6,3
7.4,0.41,0.31,3.3,0.012,8,64,0.9969,3.15,0.54,8.6,2
6.0,0.41,0.43,3.1,0.064,48,70,0.9944,3.19,0.29,12.9,2
7.9,0.46,0.22,1.2,0.02,1,6,0.9952,3.21,0.59,8.8,2
6.4,0.41,0.5,2.9,0.046,28,142,0.9931,3.37,0.57,11.0,2
8.5,0.62,0.56,1.9,0.038,13,19,0.9973,3.36,0.35,10.5,2
7.8,0.36,0.28,4.5,0.066,27,185,0.9915,3.33,0.46,10.7,2
6.4,0.15,0.0,3.0,0.057,53,102,0.9986,3.19,0.37,10.1,2
7.2,0.25,0.31,34.0,0.059,39,161,1.0002,3.18,0.47,10.9,3
9.0,0.42,0.08,1.3,0.114,24,58,0.9951,3.43,0.94,10.6,2
7.8,0.4,0.52,21.0,0.029,22,98,0.9984,3.19,0.4,9.8,3
6.6,0.34,0.12,8.2,0.023,42,123,0.9972,3.16,0.51,10.4,2
6.2,0.25,0.11,13.5,0.029,31,112,0.9936,3.3,0.42,10.7,2
6.8,0.31,0.4,2.6,0.009,26,145,0.995,3.4,0.53,9.0,1
7.2,0.28,0.29,10.5,0.076,45,205,0.9896,3.27,0.22,13.6,2
7.2,0.27,0.44,6.3,0.009,49,141,0.9918,3.33,0.56,11.8,2
6.2,0.34,0.43,52.2,0.059,54,165,0.992,3.38,0.36,9.7,2
7.9,0.4,0.24,6.5,0.041,22,104,0.9982,2.78,0.52,12.8,2
7.1,0.18,0.49,1.4,0.075,14,136,0.9915,3.23,0.44,11.7,2
6.0,0.25,0.36,5.7,0.059,44,108,0.9947,3.3,0.57,10.1,2
9.1,0.12,0.23,1.5,0.142,6,6,0.9925,3.4,0.39,10.1,2
5.7,0.25,0.34,4.4,0.041,30,101,0.9883,3.37,0.48,10.0,1
7.3,0.21,0.44,2.3,0.056,61,213,0.9928,2.96,0.6,8.4,3
6.8,0.6,0.0,1.2,0.109,11,34,0.9953,3.17,0.53,12.2,3
8.9,0.62,0.19,7.4,0.018,18,14,0.9953,3.35,0.78,9.9,2
6.8,0.44,0.34,1.8,0.009,47,163,0.9904,3.36,0.31,10.0,3
6.1,0.26,0.28,29.0,0.065,29,143,0.9978,3.12,0.46,8.4,2
6.8,0.19,0.44,2.4,0.084,49,250,0.9902,3.1,0.57,9.8,2
7.0,0.24,0.31,29.6,0.078,43,172,0.9938,3.14,0.51,10.5,2
9.0,0.84,0.24,1.2,0.057,15,26,0.9959,3.33,0.98,8.4,2
8.0,0.24,0.42,6.4,0.029,38,111,0.9943,3.22,0.61,12.3,2
6.1,0.76,0.47,1.4,0.057,10,114,0.9953,3.14,0.69,10.1,2
5.8,0.32,0.24,23.0,0.036,32,155,0.9947,3.29,0.47,9.5,2
5.1,0.11,0.36,7.3,0.023,69,65,0.9971,3.3,0.27,10.8,2
7.9,0.16,0.22,14.4,0.065,7,57,0.9967,3.17,0.43,9.9,3
6.5,0.11,0.25,10.1,0.077,44,105,0.992,3.14,0.57,9.5,3
8.2,0.31,0.31,5.5,0.043,44,112,0.9964,3.06,0.68,11.8,2
6.7,0.27,0.23,7.3,0.03,66,180,0.9986,3.4,0.48,10.8,2
8.6,0.44,0.33,22.1,0.076,34,142,0.9941,3.27,0.47,9.3,2
6.7,0.32,0.39,18.0,0.047,49,193,0.9914,3.3,0.68,11.7,2
6.4,0.18,0.51,5.7,0.039,19,147,0.9907,3.11,0.58,12.5,2
6.9,0.44,0.41,8.4,0.053,53,192,0.9979,3.09,0.35,10.6,2
8.8,0.23,0.42,1.2,0.135,16,59,0.9943,3.02,0.95,10.8,2
7.7,0.45,0.32,13.8,0.019,3,71,0.9904,3.24,0.34,9.4,3
6.6,0.64,0.37,4.4,0.151,13,76,0.9968,3.37,0.71,10.5,2
5.6,0.33,0.38,2.5,0.014,16,119,0.9917,2.95,0.52,10.9,2
8.1,0.24,0.38,4.9,0.009,23,94,0.9935,3.44,0.6,10.2,2
6.8,0.39,0.66,2.6,0.156,12,74,0.9962,3.24,0.58,10.2,1
6.9,0.53,0.45,8.8,0.039,66,119,0.9974,3.12,0.51,9.2,2
6.1,0.16,0.35,10.2,0.032,44,132,1.002,3.43,0.44,11.3,2
8.6,0.08,0.44,40.8,0.098,28,167,0.9927,3.05,0.68,10.1,2
10.8,0.8,0.28,1.8,0.027,16,50,0.997,3.45,0.77,10.5,2
6.7,0.26,0.38,7.4,0.018,45,102,0.9931,2.96,0.55,12.3,2
6.8,0.34,0.53,5.1,0.023,42,73,0.9966,3.39,0.61,10.5,3
5.5,0.4,0.38,13.5,0.073,60,153,0.9917,3.38,0.53,10.4,2
7.9,0.35,0.39,3.4,0.079,6,55,0.9932,3.47,0.74,8.8,2
8.1,0.33,0.31,7.7,0.035,26,62,0.9937,3.42,0.61,11.4,2
7.0,0.17,0.42,8.9,0.049,48,173,0.9949,3.35,0.68,11.7,2
6.4,0.39,0.29,7.8,0.023,35,125,0.9937,3.29,0.49,9.5,3
5.9,0.21,0.29,6.4,0.028,64,159,0.995,3.18,0.48,11.0,3
7.3,0.16,0.16,8.6,0.047,25,193,0.9983,3.29,0.46,9.2,2
6.0,0.32,0.24,11.3,0.029,43,183,0.9963,2.76,0.37,11.5,1
7.4,0.37,0.58,15.8,0.051,44,101,0.9978,3.1,0.56,11.9,2
7.0,0.23,0.21,63.5,0.017,29,176,0.9938,3.09,0.33,11.6,2
5.8,0.27,0.4,35.6,0.1,38,126,0.995,3.16,0.44,11.0,2
12.9,0.74,0.38,1.5,0.122,25,39,0.9951,3.47,0.44,10.4,2
8.5,0.25,0.31,9.8,0.069,52,92,0.9924,3.25,0.34,10.7,2
6.9,0.59,0.0,4.5,0.12,30,56,0.9967,2.97,0.74,10.6,2
6.5,0.37,0.41,38.6,0.068,61,99,0.9928,2.9,0.5,9.0,2
6.4,0.2,0.22,10.2,0.015,32,154,1.0023,3.05,0.46,10.6,2
7.0,0.31,0.24,17.8,0.041,44,140,0.9976,3.16,0.35,10.8,3
10.7,0.12,0.28,1.5,0.173,19,106,0.9971,3.5,0.34,9.6,3
7.0,0.29,0.42,5.1,0.068,70,54,0.9929,3.27,0.36,12.0,3
11.3,0.19,0.27,1.5,0.012,12,41,0.9946,3.56,0.89,11.4,2
6.9,0.4,0.6,8.3,0.076,48,149,1.0027,3.23,0.52,9.6,3
8.0,0.26,0.44,24.2,0.054,65,229,1.0016,3.25,0.58,10.2,2
6.9,0.2,0.2,21.2,0.059,32,183,0.9915,3.57,0.59,10.3,3
7.9,0.26,0.38,6.9,0.037,26,184,0.99,3.13,0.43,10.2,2
8.2,0.16,0.39,33.1,0.057,16,151,0.9929,3.48,0.65,12.1,3
7.2,0.29,0.22,10.3,0.026,51,138,0.9956,3.1,0.54,11.7,2
8.1,0.89,0.0,1.7,0.079,17,117,0.996,3.4,0.48,9.7,2
9.6,0.54,0.47,2.1,0.099,1,59,0.9978,3.13,0.62,9.3,2
7.5,0.38,0.51,3.8,0.056,24,121,0.995,3.05,0.52,9.7,2
8.5,0.42,0.06,1.2,0.021,24,6,0.9939,3.4,0.72,10.9,2
9.3,0.63,0.27,1.2,0.06,7,77,0.9997,3.49,0.96,8.5,2
6.1,0.34,0.21,2.7,0.014,49,237,0.9892,3.11,0.35,11.7,2
7.4,0.18,0.45,11.5,0.06,76,143,0.9946,2.83,0.47,10.9,2
6.6,0.31,0.38,8.7,0.056,50,125,0.9898,3.07,0.39,10.4,2
7.2,0.31,0.39,2.6,0.053,16,107,0.9949,3.18,0.67,13.0,2
6.2,0.57,0.0,1.2,0.164,1,102,0.9957,2.9,0.79,11.5,3
7.2,0.4,0.1,2.9,0.086,46,44,0.995,3.35,0.28,12.4,2
7.0,0.39,0.35,42.9,0.038,39,179,0.9934,3.3,0.6,8.0,2
7.1,0.41,0.14,1.2,0.069,1,28,0.9969,3.69,0.9,9.3,2
8.2,0.3,0.43,1.5,0.151,1,86,0.9968,3.19,0.67,10.2,2
6.6,0.12,0.41,3.5,0.057,45,151,0.9918,2.95,0.54,11.5,2
7.6,0.27,0.35,5.9,0.023,50,113,0.9918,3.22,0.51,11.6,3
7.8,0.44,0.3,2.8,0.088,4,112,0.9981,3.42,0.51,10.2,2
7.1,0.78,0.32,1.2,0.056,21,20,0.9979,3.29,0.76,9.6,2
7.5,0.3,0.45,12.6,0.045,37,34,0.995,3.15,0.72,13.0,3
6.1,0.23,0.36,4.6,0.029,50,192,0.9923,2.9,0.3,9.5,3
6.8,0.25,0.2,12.0,0.044,12,169,0.9956,3.11,0.58,10.7,3
7.3,0.43,0.37,1.3,0.106,20,81,0.9966,3.38,0.41,11.0,2
8.0,0.19,0.1,9.9,0.018,7,97,0.9931,3.07,0.43,11.0,2
6.9,0.19,0.36,22.6,0.034,37,152,0.9958,3.26,0.51,11.3,2
6.0,0.32,0.2,19.7,0.051,37,63,0.9957,3.18,0.41,8.6,2
6.8,0.35,0.46,10.8,0.066,24,166,0.9899,3.26,0.51,9.4,2
11.9,0.76,0.23,2.4,0.031,15,63,0.9965,3.28,0.65,10.0,2
7.4,0.32,0.32,13.3,0.062,66,178,0.9881,3.22,0.44,11.5,2
8.0,0.41,0.16,1.2,0.17,16,31,0.9953,3.45,0.55,10.5,2
6.8,0.24,0.4,43.4,0.028,30,106,0.9919,3.26,0.54,9.9,2
5.7,0.69,0.25,2.2,0.099,23,19,0.9983,3.5,0.97,9.9,2
10.1,0.34,0.2,1.2,0.101,16,6,0.9951,3.35,0.55,10.9,2
6.5,0.26,0.4,3.8,0.077,23,157,0.9925,3.26,0.53,10.4,2
5.1,0.5,0.17,1.9,0.198,31,53,0.9968,3.61,0.83,10.6,3
7.2,0.21,0.32,28.8,0.015,27,104,0.9973,2.83,0.38,10.5,2
11.9,0.46,0.34,6.5,0.064,19,65,0.9972,3.43,0.38,11.1,2
10.7,0.76,0.5,1.2,0.027,17,51,0.9958,3.35,0.74,9.9,3
7.0,0.41,0.29,48.2,0.009,15,194,0.9905,3.22,0.63,10.4,2
6.7,0.28,0.21,5.3,0.051,11,85,0.9984,3.26,0.35,10.5,2
6.6,0.36,0.29,11.1,0.066,55,132,1.0002,3.15,0.53,9.2,2
8.1,0.36,0.36,6.2,0.048,66,80,0.9977,3.19,0.5,10.2,2
7.1,0.25,0.39,2.7,0.042,57,213,0.9944,3.03,0.44,9.0,2
6.3,0.13,0.2,5.2,0.032,52,135,0.9969,3.13,0.32,12.9,2
4.8,0.21,0.36,6.9,0.045,38,137,0.9914,3.05,0.51,10.6,3
7.1,0.48,0.15,1.8,0.123,23,64,0.9985,3.26,0.77,12.1,2
7.9,0.13,0.24,6.1,0.012,25,152,0.9991,3.21,0.5,10.0,3
9.0,0.52,0.06,2.1,0.106,6,53,0.9957,3.3,0.53,11.1,2
6.4,0.43,0.27,6.5,0.041,32,103,0.9981,3.23,0.51,11.0,2
6.7,0.32,0.22,5.8,0.03,54,191,0.995,3.19,0.48,9.8,2
6.1,0.42,0.31,16.4,0.058,22,150,0.9937,3.41,0.66,10.6,1
6.1,0.26,0.39,18.3,0.054,32,184,0.9948,3.25,0.53,8.5,2
5.2,0.34,0.18,16.0,0.031,40,133,1.0002,3.11,0.39,12.2,2
7.5,0.31,0.28,9.1,0.088,9,158,0.9923,3.15,0.66,11.9,3
8.6,0.72,0.19,1.5,0.089,32,32,0.9999,3.16,0.79,10.1,2
6.6,0.18,0.15,11.7,0.072,39,219,0.9947,3.3,0.5,10.6,2
9.8,0.46,0.02,1.2,0.012,6,16,0.9954,3.22,1.0,11.5,2
10.8,0.56,0.37,1.2,0.026,19,6,0.9961,3.51,0.85,12.6,2
5.7,0.3,0.37,65.8,0.054,37,96,0.9994,3.11,0.3,9.7,3
7.5,0.63,0.0,1.8,0.044,17,10,0.9956,3.2,0.82,9.8,2
5.4,0.31,0.43,7.7,0.069,56,138,0.988,3.53,0.58,9.3,2
7.4,0.4,0.42,8.9,0.009,29,128,0.9931,2.88,0.42,11.4,2
8.0,0.72,0.4,1.2,0.017,33,65,0.9964,3.26,0.56,9.8,2
7.6,0.33,0.39,15.8,0.026,27,168,1.0001,3.26,0.51,11.7,2
10.8,0.42,0.07,1.2,0.065,19,56,0.9952,3.35,0.55,9.6,2
6.9,0.34,0.45,14.2,0.067,58,138,0.9913,3.09,0.43,9.6,2
7.8,0.17,0.37,24.4,0.063,38,169,0.9945,3.28,0.45,11.2,2
7.7,0.33,0.35,6.4,0.101,55,65,0.9947,3.23,0.43,10.4,3
6.6,0.15,0.31,34.7,0.02,12,158,0.9921,2.75,0.41,12.1,2
11.6,0.6,0.23,2.8,0.034,21,99,0.9957,3.42,0.76,11.3,2
6.7,0.28,0.18,57.9,0.06,27,155,0.995,2.88,0.42,9.9,2
6.5,0.21,0.31,6.3,0.06,42,150,0.9962,2.98,0.46,11.3,2
5.7,0.14,0.24,5.7,0.043,47,186,0.9957,3.32,0.45,11.3,2
7.7,0.45,0.18,17.0,0.026,42,125,0.9934,3.24,0.58,10.7,3
7.0,0.32,0.48,3.2,0.074,41,129,0.9983,3.34,0.67,11.2,2
7.6,0.24,0.32,25.9,0.013,58,111,0.9905,3.31,0.52,11.0,2
6.8,0.32,0.21,5.3,0.045,24,150,0.987,3.12,0.6,10.1,2
6.8,0.17,0.24,19.4,0.04,40,107,0.9927,3.2,0.37,9.3,2
6.8,0.33,0.31,10.6,0.061,9,109,0.9919,3.02,0.45,10.0,3
6.3,0.08,0.29,9.3,0.009,37,137,0.9967,3.18,0.33,11.5,3
7.9,0.5,0.17,1.5,0.086,16,53,0.9956,3.48,0.6,10.6,3
7.9,0.08,0.24,37.5,0.015,47,143,0.9899,3.18,0.35,12.2,2
7.7,0.51,0.4,13.1,0.015,34,107,0.9907,3.22,0.6,11.0,2
7.6,0.3,0.25,13.1,0.073,57,50,0.9912,3.23,0.51,11.2,2
7.5,0.25,0.32,6.2,0.053,40,187,0.9931,3.29,0.54,10.3,3
7.5,0.17,0.39,2.6,0.059,36,128,0.9967,3.07,0.55,10.3,2
8.1,0.5,0.35,5.6,0.109,25,73,0.9954,3.36,0.44,9.0,2
6.4,0.1,0.19,9.4,0.019,72,185,0.9929,3.33,0.38,10.7,3
9.1,0.77,0.28,1.2,0.164,11,31,0.9974,3.52,0.53,11.9,2
6.0,0.18,0.46,3.1,0.009,29,175,0.9954,3.43,0.42,10.2,3
6.7,0.1,0.32,6.2,0.032,50,108,0.9916,2.81,0.41,11.2,2
8.4,0.22,0.28,47.0,0.009,44,110,0.9939,3.08,0.37,9.8,2
5.9,0.37,0.34,40.9,0.081,53,156,0.9985,3.13,0.25,8.0,2
9.3,0.67,0.54,2.1,0.121,24,25,0.9953,3.11,0.71,9.7,2
7.3,0.82,0.24,2.6,0.107,11,93,0.9939,3.14,0.55,11.0,2
7.1,0.22,0.35,2.7,0.009,60,194,0.9918,3.19,0.44,10.9,2
7.0,0.37,0.16,1.5,0.029,23,28,0.9996,3.41,0.5,11.9,2
6.5,0.28,0.24,9.9,0.045,35,121,0.9973,3.23,0.32,11.1,2
8.3,0.24,0.46,5.2,0.093,46,160,0.9912,3.17,0.68,9.3,3
7.0,0.15,0.29,1.3,0.087,39,80,0.9926,3.2,0.45,10.9,3
5.3,0.16,0.41,13.7,0.049,2,184,0.9927,3.04,0.44,9.4,2
7.2,0.36,0.53,24.5,0.071,54,40,0.9978,3.29,0.54,10.2,3
7.8,0.83,0.36,1.5,0.09,7,6,0.9965,3.42,0.74,10.4,2
6.9,0.34,0.34,1.0,0.05,59,176,0.9935,3.22,0.56,10.5,2
7.1,0.44,0.63,2.4,0.171,16,39,0.9973,2.93,0.6,10.6,3
10.0,0.54,0.59,1.4,0.108,1,70,0.9949,3.07,0.33,10.8,2
8.5,0.2,0.41,27.9,0.047,11,41,0.9909,3.25,0.38,9.3,2
8.4,0.25,0.26,0.7,0.061,77,179,0.9932,2.95,0.59,10.0,2
7.3,0.34,0.21,3.8,0.054,62,126,0.9904,3.16,0.31,9.7,2
7.2,0.35,0.21,24.3,0.127,2,101,0.9959,2.98,0.41,9.7,1
6.3,0.4,0.55,14.6,0.049,17,134,0.9906,3.24,0.53,11.1,3
7.0,0.29,0.1,8.2,0.062,33,141,0.9927,3.18,0.61,9.3,2
7.4,0.17,0.41,48.0,0.02,34,90,0.9921,3.28,0.53,10.4,3
6.2,0.08,0.36,2.0,0.048,18,85,0.9982,3.22,0.49,10.8,2
8.6,0.33,0.32,5.5,0.055,15,137,0.9906,3.1,0.42,11.3,2
7.8,0.15,0.22,49.9,0.023,31,93,0.9904,3.07,0.49,10.6,2
5.9,0.6,0.32,2.2,0.092,9,78,0.9995,3.41,0.85,9.0,2
5.4,0.39,0.43,3.3,0.009,41,231,0.9954,3.14,0.57,10.7,2
6.2,0.19,0.41,25.0,0.049,46,110,0.987,3.13,0.7,10.6,2
6.9,0.29,0.42,19.2,0.043,52,150,0.9902,2.82,0.4,10.8,2
12.1,0.6,0.0,8.0,0.036,9,54,0.9972,3.61,0.54,10.3,2
6.3,0.24,0.07,4.2,0.073,35,190,0.9965,3.18,0.52,11.6,2
7.7,0.19,0.32,5.0,0.065,37,125,1.0008,3.37,0.7,8.3,2
7.8,0.15,0.58,9.3,0.023,20,142,0.9921,3.09,0.72,10.1,3
5.9,0.33,0.32,11.2,0.062,17,188,0.9945,3.52,0.62,9.8,2
9.7,0.58,0.2,2.8,0.172,17,25,0.9933,3.55,0.87,11.5,2
